SiteID,Address,SMS No.,Serial No.,DMA,Latitude,Longitude,X,Y,App Notes,Status,Battery,Level,Spread,Threshold,Filter Type,Low Cutoff (Hz),High Cutoff (Hz),Sensor Type,Leak Duration (Days),Signal,Last received,Internal status,Internal Status Date,Last Note,Last Note Date,Last Note Created By,Logger mode,Created time,Leak Date,Last Leak Date, EasyID, Status Duration, Overdue Status,LNS Check Required,Accounts List,UTC
1722709,"RAVENSBOURNE WHARF_NORMAN ROAD_LONDON_ SE10 9QZ, UK",4.47452E+13,56926,DMA - ZRIVSE03,51.48081312,-0.015626861,537893.1184,177628.6855,,Leak,4.9V,34,5,15,Not Applied,,,,10,6,44652.14583,31620359,44509.47361,,44090.30417,Justin Martin (Justin_Martin),Awaiting repair,43136.5,,44643.14583,,Awaiting repair 255 days,255 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722808," 1 Winforton St, Greenwich, London SE10 8UR, UK",4.47452E+13,59045,DMA - ZRIVSE03,51.47457511,-0.012379065,538137.4595,176941.1283,,No Leak,5.9V,14,4,15,Not Applied,,,,0,15,44652.14583,45TDRB,44340.33889,,44340.33889,Justin Martin (Justin_Martin),Auto,43136.49931,,,,Auto 435 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722526,"34 Queen Elizabeth College, Greenwich High Rd, London SE10 8JD, UK",4.47925E+13,35307,DMA - ZRIVSE03,51.4775848,-0.013615611,538042.5088,177273.4789,,Leak,6.3V,48,29,15,Not Applied,,,,30,16,44652.14583,,,,,,Investigation Ongoing,43136.49931,,44623.14583,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1719978," 30 Stockwell St, Greenwich, London SE10 8EY, UK",4.47925E+13,42986,DMA - ZRIVSE03,51.47986114,-0.009486973,538322.3172,177534.3981,,No Leak,6.2V,17,12,15,Not Applied,,,,0,18,44652.14583,,,,,,Auto,43136.49931,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722601," 141 Greenwich High Rd, Greenwich, London SE10 8JL, UK",4.47452E+13,58991,DMA - ZRIVSE03,51.47711045,-0.015896782,537885.5348,177216.4353,,No Leak,6.5V,10,8,15,Not Applied,,,,0,15,44652.14583,31636488,44362.33542,,,,Auto,43133.50486,,,,Auto 330 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722723," Cutty Sark for Maritime Greenwich (Stop A), Greenwich, London SE10 9ED, UK",4.47925E+13,36392,DMA - ZRIVSE03,51.48149252,-0.01100041,538212.3016,177712.9528,,No Leak,6.2V,12,20,15,Not Applied,,,,0,30,44652.14583,31576044  31390056,44271.48542,,44271.48542,Justin Martin (Justin_Martin),Auto,43133.50417,,,,Auto 351 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721579," 1 Claremont St, Greenwich, London SE10 9LH, UK",4.47925E+13,42538,DMA - ZRIVSE03,51.48002443,-0.015314408,537917.191,177541.5695,,Leak,,22,3,15,Notch,0,520,,237,19,44482.14583,44NBQF,44482.29097,,,,Awaiting repair,43133.50278,,44416.14583,,Awaiting repair 464 days,464 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,
1721183,"20 Bardsley Ln, Greenwich, London SE10 9RF, UK",4.47925E+13,42530,DMA - ZRIVSE03,51.48114382,-0.010647029,538237.8918,177674.8442,,No Leak,6.0V,25,13,15,Not Applied,,,,0,6,44651.14583,45SDZH,44315.56181,,,,Awaiting repair,43133.50278,,,,Awaiting repair 772 days,772 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722345," 8 Straightsmouth, Greenwich, London SE10 9LB, UK",4.47452E+13,51654,DMA - ZRIVSE03,51.47980706,-0.010258108,538268.9361,177526.9286,,No Leak,6.5V,15,7,15,Not Applied,,,,0,9,44651.14583,,,,,,Auto,43133.50278,,,,Auto 84 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722690," Stanton House, Clavell St, Greenwich, London SE10 9DL, UK",4.47452E+13,56783,DMA - ZRIVSE03,51.48178797,-0.011960305,538144.7605,177743.9968,,No Leak,5.5V,9,9,15,Not Applied,,,,0,12,44652.14583,,,31577085,44421.36389,Sinead Johnston (SJPNDALYS2021),Auto,43133.50278,,,,Auto 113 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
8183726,"1 Little Cottage Pl, London SE10 9LG, UK",4.47924E+13,24831,DMA - ZRIVSE03,51.47914805,-0.015363415,537916.4299,177444.0229,,Leak,5.3V,27,2,15,Low Pass,,280,,12,10,44652.14583,,,31611276,44421.35903,Sinead Johnston (SJPNDALYS2021),Auto,43133.50208,,44641.14583,,Auto 113 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722809," 38 Straightsmouth, London SE10 9LD, UK",4.47452E+13,46010,DMA - ZRIVSE03,51.47913065,-0.012075135,538144.8112,177448.283,,No Leak,6.2V,11,3,15,Not Applied,,,,0,12,44652.14583,,,,,,Auto,43133.50069,,,,Auto 639 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722810," 4 Bardsley Ln, Greenwich, London SE10 9GH, UK",4.47452E+13,51102,DMA - ZRIVSE03,51.48108327,-0.012116544,538136.0402,177665.3389,,No Leak,3.4V,9,5,15,Not Applied,,,,0,8,44652.14583,,,,,,Auto,43133.5,,,,Auto 764 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1711089," 63 Greenwich High Rd, Greenwich, London SE10 8JL, UK",4.47452E+13,58707,DMA - ZRIVSE03,51.47607428,-0.018605478,537700.5605,177096.1174,,Leak,6.2V,33,11,15,Low Pass,,180,,5,8,44652.14583,31615431,44320.27153,,44320.27153,Justin Martin (Justin_Martin),Awaiting repair,43132.51042,,44648.14583,,Awaiting repair 255 days,255 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1719738,"Kestral House, Parkside Square , London SE13, UK",8.8236E+14,149242,DMA - ZRIVSE02,51.471126,-0.014580811,537994.9614,176553.4354,On Lewisham Road,No Leak,6.3V,18,14,15,Not Applied,,,,0,9,44651.14583,t 09/11/2020 NL,44173.38194,,,,Auto,43132.50972,,,, 479 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1721217,"  51 Russett Way, London SE13, UK",4.47452E+13,50914,DMA - ZRIVSE02,51.46918111,-0.014974438,537973.4875,176336.4194,,No Leak,4.5V,14,4,15,Not Applied,,,,0,14,44652.14583,,,ICP - Sub Station,43503.57569,Simone Newyear (Simone_Newyear),Auto,43132.50972,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1721686," 59 Russett Way, London SE13 7LZ, UK",4.47452E+13,55613,DMA - ZRIVSE02,51.4691179,-0.0154548,537940.3157,176328.4863,,No Leak,6.5V,19,5,15,Not Applied,,,,0,4,44652.14583,31531815,44320.40069,,44320.40069,Justin Martin (Justin_Martin),Awaiting repair,43132.50833,,,,Awaiting repair 263 days,263 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1712107," Crescent House, Bliss Crescent, Greenwich, London SE13 7RJ, UK",-,,DMA - ZRIVSE02,51.47013452,-0.018173642,537748.4258,176436.4211,,No Leak,,-1,-1,15,Not Applied,,,,0,,44573.14583,45RPYX 45VWBQ 31636618,44389.31875,,43693.39167,Dean Williams (Dean-TW),Auto,43132.50833,,,,Auto 56 days,,Yes,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,
1722006," Quince Rd / Lewisham Rd, London SE13 7QN, UK",4.47452E+13,51499,DMA - ZRIVSE02,51.47008837,-0.014148317,538028.1273,176438.8634,,No Leak,5.6V,10,12,15,Not Applied,,,,0,19,44652.14583,,,,,,Auto,43132.50764,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1721214,"4 ROBINSCROFT MEWS, London SE10 8DN",4.47452E+13,2077,DMA - ZRIVSE02,51.47188619,-0.014794957,537977.7972,176637.5658,outside gate of robinscroft mews,No Leak,6.4V,-1,-1,15,Not Applied,,,,0,10,44609.14583,,43990.38194,45VGMD,44428.39236,Sinead Johnston (SJPNDALYS2021),Auto,43132.50486,,,,Auto 220 days,,Yes,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
7557619," 68 Haddo St, Greenwich, London SE10 9RA, UK",4.47925E+13,34988,DMA - ZRIVSE03,51.48131065,-0.014522821,537968.2766,177686.0899,deployed to replace faulty logger 42534,No Leak,6.2V,14,8,15,Not Applied,,,,0,16,44652.14583,f,44182.46736,45RGGW done/usage,,,Auto,43131.34306,,,,Auto 161 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|South london|DMA - ZRIVSE03,0
1722165," 27 Greenwich S St, Greenwich, London SE10 8NT, UK",4.47624E+11,21487,DMA - ZRIVSE03,51.4772372,-0.012315027,538133.87,177237.2773,,No Leak,6.3V,9,10,15,Not Applied,,,,0,17,44652.14583,,,,,,Auto,43129.35833,,,0,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1710923," Opp 2B Burgos Grove, Greenwich, London SE10 8LL, UK",4.47924E+11,44904,DMA - ZRIVSE03,51.47512203,-0.019923449,537611.9019,176987.7502,Hydrant on FW,No Leak,6.1V,17,5,15,Not Applied,,,,0,17,44652.14583,,44428.36944,31607128,44428.36944,Sinead Johnston (SJPNDALYS2021),Awaiting repair,43115.64931,,,,Awaiting repair 332 days,332 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722249,"8 Greenwich Church St, London SE10 9BG, UK",4.47925E+13,42939,DMA - ZRIVSE03,51.48064781,-0.009163307,538342.4125,177622.4875,,No Leak,4.3V,20,15,15,Not Applied,,,,0,14,44652.14583,31560549,44242.54444,,44242.54444,Justin Martin (Justin_Martin),Auto,43115.64653,,,,Auto 206 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7066386," 21-23 Greenwich High Rd, London SE10, UK",4.47452E+13,59190,DMA - ZRIVSE03,51.47479764,-0.020671854,537560.9054,176950.2717,,No Leak,5.5V,13,16,15,Not Applied,,,,0,16,44652.14583,,,AYDA - no leak - returned to auto,43525.38264,Philip Perry (Phillip-TW),Auto,43111.51458,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722135," 23 Burney St, Greenwich, London SE10 8EX, UK",4.47452E+13,45972,DMA - ZRIVSE03,51.47872939,-0.009425282,538330.0225,177408.6631,,No Leak,5.8V,17,22,15,Not Applied,,,,0,13,44652.14583,31531843,44187.48333,,,,Auto,43111.51319,,,, 464 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1711493 ANG," Servite House, Beck Cl, Greenwich, London SE13 7RE, UK",4.47452E+13,58445,DMA - ZRIVSE02,51.4711608,-0.018580332,537717.0926,176549.7804,This chamber is located in the LAST parking bay on your right as you drive up Beck Street. Please take special care when identifying this chamber as it is not shown on Esri. See screenshot in site photos for exact chamber location,No Leak,6.4V,8,3,15,Not Applied,,,,0,17,44652.14583,,,,,,Auto,43111.48472,,,,Auto 161 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|South london|DMA - ZRIVSE02,0
9245535,Columbine way_ Lewisham Rd_London SE13 7LQ,4.47925E+13,36956,DMA - ZRIVSE02,51.46735508,-0.012570525,538145.9559,176137.892,,No Leak,,14,8,15,Notch,90,200,,0,20,44607.14583,,43875.56111,,,,Auto,43111.48403,,,,Auto 44 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,
1712625," 23 Coldbath St, London SE13 7RQ, UK",4.47452E+13,49579,DMA - ZRIVSE02,51.47091135,-0.017452128,537796.1967,176524.1618,,Leak,6.3V,39,8,15,Not Applied,,,,260,6,44652.14583,45WJRB,44445.46806,,44095.35694,Justin Martin (Justin_Martin),Awaiting repair,43111.48333,,44393.14583,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1721576," 11 Tarves Way, London SE10 9JP, UK",4.47624E+11,21609,DMA - ZRIVSE03,51.4785978,-0.015445153,537912.4129,177382.6804,,No Leak,6.0V,9,3,15,Not Applied,,,,0,16,44652.14583,31644543,44396.43056,,,,Auto,43111.48194,,,0,Auto 224 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1711016," 2 Guildford Grove, Greenwich, London SE10 8JT, UK",4.47452E+13,58125,DMA - ZRIVSE03,51.47378614,-0.017822944,537761.7895,176843.1443,Hydrant in FW,No Leak,6.2V,18,13,15,Not Applied,,,,0,20,44652.14583,,44480.39236,,,,Auto,43111.48194,,,,Auto 42 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7050417," 272 Sparta St, London SE10 8DU, UK",4.47452E+13,56881,DMA - ZRIVSE02,51.4717497,-0.014966476,537966.2971,176622.0654,,No Leak,5.6V,9,21,15,Not Applied,,,,0,20,44652.14583,,,PP - In no leak mode - set to auto,43363.56042,Philip Perry (Phillip-TW),Auto,43110.43125,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
7065983," 1 Franklin Pl, Greenwich, London SE13 7ES, UK",4.47924E+11,43828,DMA - ZRIVSE02,51.47179736,-0.018127039,537746.6576,176621.4187,,No Leak,5.6V,16,15,15,Not Applied,,,,0,16,44652.14583,,,45WGNX,44421.36875,Sinead Johnston (SJPNDALYS2021),Auto,43108.65833,,,,Auto 223 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1721578," 25 Morden St, London SE13 7QX, UK",4.47452E+13,53950,DMA - ZRIVSE02,51.47096213,-0.015775343,537912.4959,176532.9631,,Leak,6.4V,27,7,15,Not Applied,,,,124,8,44652.14583,,44638.57014,,,,Auto,43108.65556,,44529.14583,,Auto 13 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1720996," 102 Coldbath St, Greenwich, London SE13 7RL, UK",4.47624E+13,43570,DMA - ZRIVSE02,51.47005725,-0.017101429,537823.1247,176429.8442,,Leak,5.7V,35,6,15,Not Applied,,,,183,6,44652.14583,PRV in proximity,44638.57083,,44638.57083,Justin Martin (Justin_Martin),Auto,43108.65556,,44470.14583,,Auto 13 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1720233, 15 christ church way se10 9aj,4.47924E+11,44940,DMA - ZRIVSE04,51.4857942,0.004275441,539259.8606,178220.2342,SJ - Logger 35991 replaced Logger 46231 as faulty. This logger was in the TW WRC Account so I have added this account to this logger. 13/06/19,No Leak,5.8V,16,5,15,Not Applied,,,,0,16,44652.14583,,,CSL RAISED-60639,43473.38681,George Miller (George-TW),Auto,43108.65556,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|South london|DMA - ZRIVSE04,0
9407802," 1 Nectarine Way, London SE13 7LX, UK",4.47924E+11,44452,DMA - ZRIVSE02,51.47031989,-0.016226085,537883.1269,176460.697,,Leak,6.0V,37,8,15,Not Applied,,,,157,20,44652.14583,,43719.45764,,43970.52639,Dean Williams (Dean-TW),Awaiting repair,43108.65,,44496.14583,,Awaiting repair 332 days,332 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
7050770," 18 John Penn St, London SE13 7QT, UK",4.47624E+13,38776,DMA - ZRIVSE02,51.47177442,-0.01743772,537794.5987,176620.1638,,No Leak,5.8V,10,7,15,Not Applied,,,,0,7,44652.14583,,,PP - In no leak mode - set to auto,43363.47569,Philip Perry (Phillip-TW),Auto,43104.50625,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1721524," 2 Morden St, Greenwich, London SE13 7QX, UK",4.47624E+13,38207,DMA - ZRIVSE02,51.47200307,-0.016761459,537840.8752,176646.862,,No Leak,,13,12,15,Not Applied,,,,0,0,44651.14583,,,,,,Auto,43104.50625,,,,Auto 559 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1722122," 63 Royal Hill, Greenwich, London SE10 8SE, UK",4.47925E+13,37927,DMA - ZRIVSE03,51.47632466,-0.009588897,538325.9312,177140.9444,,No Leak,5.2V,8,3,15,Not Applied,,,,0,19,44652.14583,,,1722122,44106.33681,Justin Martin (Justin_Martin),Auto,43104.50486,,,,Auto 546 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721580," in FW on jct of Lewisham Rd/ John Penn St, Greenwich, London SE13 7QS, UK",4.47925E+13,36878,DMA - ZRIVSE02,51.47234265,-0.015630908,537918.3664,176686.7507,Hydrant in FW,No Leak,6.1V,16,12,15,Not Applied,,,,0,23,44652.14583,,44342.37986,,44201.36806,Justin Martin (Justin_Martin),Auto,43104.50278,,,,Auto 451 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1721163,"  Claremont St, Greenwich, London SE10 9QZ, UK",4.47624E+13,43583,DMA - ZRIVSE03,51.48007496,-0.015411302,537910.3108,177547.0063,,No Leak,6.3V,16,6,15,Not Applied,,,,0,11,44652.14583,,,,,,Auto,43104.50208,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1711096," 7 Franklin Cl, Greenwich, London SE13 7RS, UK",4.47925E+13,43227,DMA - ZRIVSE02,51.47128778,-0.018816367,537700.3182,176563.457,,No Leak,6.3V,15,17,15,Not Applied,,,,0,10,44652.14583,,44421.36875,,,,Auto,43104.50208,,,,Auto 44 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1722657," Cafe Rouge Stockwell St, Greenwich, London SE10 9JN, UK",4.47925E+13,34861,DMA - ZRIVSE03,51.47994195,-0.009148344,538345.5858,177544.0234,Hydrant in FW,No Leak,5.1V,20,6,15,Not Applied,,,,0,20,44652.14583,,,Repair 31637354,44482.29583,Sinead Johnston (SJPNDALYS2021),Auto,43104.50069,,,, 170 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722010,jnct Quince Rd _ Lewisham Rd_London SE13 7QP,4.47452E+13,54391,DMA - ZRIVSE02,51.47007395,-0.014135577,538029.0556,176437.285,,No Leak,5.7V,-1,-1,15,Not Applied,,,,0,13,44652.14583,t No noise on fittings on this area. Inconclusive correlations. ,44340.28958,,,,Auto,43104.50069,,,,Auto 249 days,,Yes,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1712438," Idaho Bldg, Deals Gateway, London SE13 7QG, UK",4.47924E+13,30167,DMA - ZRIVSE03,51.47229733,-0.020446144,537584.0965,176672.6586,,No Leak,6.4V,19,13,15,Not Applied,,,,0,16,44652.14583,PRV in proximity,44638.57639,,44638.57639,Justin Martin (Justin_Martin),Investigation Cleared,43104.49931,,,,Investigation Cleared 13 days,13 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721376," 27 Corvette Square, Greenwich, London SE10 9NH, UK",4.47925E+13,38286,DMA - ZRIVSE04,51.48251545,-0.001909493,538840.4112,177843.8939,,No Leak,5.8V,18,4,15,Not Applied,,,,0,14,44652.14583,t3,44630.43542,,,,Auto,43104.49931,,,,Auto 770 days,,,Thames Water Utilities Leakage|DMA - ZRIVSE04|Thames Water Pnet Installed 2017|South london,0
1721454," 128 Greenwich High Rd, Greenwich, London SE10 8JE, UK",4.47624E+13,33638,DMA - ZRIVSE03,51.47735017,-0.014579818,537976.2623,177245.5722,,No Leak,5.5V,8,3,15,Not Applied,,,,0,13,44648.14583,31636488,44362.33542,,,,Auto,43081.37917,,,, 290 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1720799,100B Greenwich S St_ Greenwich_ London SE10 8UN,4.47452E+13,56851,DMA - ZRIVSE03,51.47356686,-0.014762208,537975.0044,176824.5198,,No Leak,5.8V,12,23,15,Not Applied,,,,0,11,44652.14583,31533922,44162.58889,,44162.58889,Justin Martin (Justin_Martin),Auto,43081.37847,,,,Auto 489 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721996," 115 Greenwich S St, Greenwich, London SE10 8NX, UK",4.47452E+13,52673,DMA - ZRIVSE03,51.4740973,-0.014031306,538024.1624,176884.8818,,No Leak,6.4V,8,3,15,Not Applied,,,,0,7,44651.14583,,44428.37222,,,,Auto,43081.37847,,,,Auto 42 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7072828," Atlanta Bldg, Deals Gateway, London SE13 7RU, UK",4.47624E+13,33226,DMA - ZRIVSE03,51.47245208,-0.020409934,537586.1459,176689.9351,Hydrant in CW,No Leak,6.5V,10,3,15,Not Applied,,,,0,17,44652.14583,31507716d,44405.31806,,44209.60417,Justin Martin (Justin_Martin),Auto,43081.37778,,,,Auto 538 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721204," Roan St, Greenwich, London SE10 9JX, UK",4.47452E+13,49612,DMA - ZRIVSE03,51.47959846,-0.014610328,537967.3639,177495.5273,,No Leak,5.9V,11,11,15,Not Applied,,,,0,3,44652.14583,,,"JM - Repaired, set auto",43544.63125,Justin Martin (Justin-TW),Auto,43081.37778,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721461," 53 Ashburnham Grove, Greenwich, London SE10 8UL, UK",4.47452E+13,57935,DMA - ZRIVSE03,51.47548455,-0.014554001,537983.6807,177038.1618,,No Leak,5.9V,12,5,15,Not Applied,,,,0,9,44652.14583,,,,,,Auto,43081.37778,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721517," 65 Straightsmouth, Greenwich, London SE10 9LB, UK",4.47452E+13,51217,DMA - ZRIVSE03,51.47853165,-0.012857839,538092.2703,177380.1982,,No Leak,6.2V,8,3,15,Not Applied,,,,0,13,44651.14583,,,,44427.50972,Sinead Johnston (SJPNDALYS2021),Auto,43081.37708,,,,Auto 91 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1712624," 101 Greenwich High Rd, Greenwich, London SE10 9QJ, UK",4.47452E+13,45520,DMA - ZRIVSE03,51.47646833,-0.017213412,537796.0415,177142.5534,,Leak,5.4V,33,7,15,Low Pass,,400,,1,15,44652.14583,"No leak found, poi possibly listening to pumping station at poi - Matt [3-11-20]",44320.27569,,44320.27569,Justin Martin (Justin_Martin),Investigation Cleared,43081.37708,,44652.14583,,Investigation Cleared 13 days,13 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1712556,39 Greenwich high rd_Greenwich_ London SE10 8JL,4.47452E+13,50074,DMA - ZRIVSE03,51.47528554,-0.020015314,537605.0308,177005.7604,,No Leak,6.1V,15,7,15,Not Applied,,,,0,8,44636.14583,31615431,44320.27569,,44224.45972,Justin Martin (Justin_Martin),Awaiting repair,43081.37708,,,,Awaiting repair 332 days,332 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721219," 32 Ashburnham Pl, Greenwich, London SE10 8TZ, UK",4.47624E+13,33568,DMA - ZRIVSE03,51.47622546,-0.014554337,537981.4232,177120.5513,,No Leak,,8,4,15,Not Applied,,,,0,24,44571.14583,,,,,,Auto,43081.37708,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,
1722073," 12 Ashburnham Pl, Greenwich, London SE10 8TZ, UK",4.47924E+13,29906,DMA - ZRIVSE03,51.47628477,-0.016156957,537869.9561,177124.1293,,No Leak,6.8V,9,2,15,Not Applied,,,,0,10,44652.14583,,,PP - In no leak mode - set to auto,43363.41736,Philip Perry (Phillip-TW),Auto,43081.37569,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721633," 85 Greenwich S St, Greenwich, London SE10 8NT, UK",4.47924E+13,22733,DMA - ZRIVSE03,51.47552674,-0.012860857,538101.1299,177046.0426,,No Leak,6.7V,10,9,15,Not Applied,,,,0,17,44652.14583,,,,,,Auto,43081.375,,,0,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1719841," Wood Wharf Apartments, Horseferry Pl, Greenwich, London SE10 9BB, UK",4.47624E+13,33522,DMA - ZRIVSE03,51.48264674,-0.013990402,538001.214,177835.6678,,No Leak,3.4V,7,14,15,Low Pass,,350,,0,12,44652.14583,t 45RLVX,44187.49097,,,,Auto,43081.375,,,,Auto 84 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721102," 38 Greenwich S St, Greenwich, London SE10 8UD, UK",-,,DMA - ZRIVSE03,51.47550857,-0.013110302,538083.8626,177043.5522,,No Leak,,-1,-1,15,Not Applied,,,,0,,44634.14583,t,44383.53264,,,,Auto,43081.375,,,, 268 days,,Yes,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,
1721676," 63 Brand St, Greenwich, London SE10 8SP, UK",4.47453E+13,31441,DMA - ZRIVSE03,51.47537763,-0.011631735,538186.9337,177031.7797,,No Leak,5.6V,7,3,15,Not Applied,,,,0,17,44652.14583,,,,,,Auto,43081.37431,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1719857," 173-185 Greenwich High Rd, Greenwich, London SE10 8JA, UK",4.47452E+13,50258,DMA - ZRIVSE03,51.47760159,-0.014119148,538007.4928,177274.3977,,No Leak,5.8V,10,11,15,Not Applied,,,,0,22,44652.14583,,,"JM - Repaired, set auto",43601.48194,Justin Martin (Justin-TW),Auto,43081.37431,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
